Dimension,Mean_CV,Std_CV,Median_CV
latent_136,0.8070115052524485,9.534383213905343,0.24459650675807826
latent_215,0.9641182515622024,14.231447626592493,0.21955939017577436
latent_44,0.9942406950341744,4.51619272833265,0.23910602636686265
latent_83,1.0035294997716349,3.9216198807714173,0.33089023454002603
latent_34,1.1117502999761801,9.333474271310548,0.28115832628659837
latent_37,1.1343843718126223,4.46509354909219,0.3873815888350116
latent_117,1.2482097665613574,5.467044015594037,0.4150069035148609
latent_187,1.2785073520972943,5.098963332993388,0.4239732696526193
latent_125,1.310846003556446,6.451454445250748,0.36605168537452615
latent_73,1.3171733643537815,6.231343151715967,0.359944207796438
latent_236,1.3677658219431084,6.008947212831234,0.35029198166306563
latent_239,1.370426669605383,5.081669788402363,0.4513127439161894
latent_109,1.4147350013404671,6.343161379904997,0.38113626308331666
latent_135,1.5133343420960441,4.303644396132935,0.5291971504159176
latent_146,1.5963350990604988,6.328940763072413,0.49270460030236884
latent_93,1.6224653452883484,6.617713334589732,0.4385821983035046
latent_17,1.7382067077388972,6.381894967203134,0.4369160331367606
latent_52,1.7440072144249745,4.754931433371485,0.5760112878257491
latent_5,1.7523279549833748,8.914940345221524,0.3815149564111029
latent_132,1.7695722730370793,3.733410068601321,0.6914881831340096
latent_92,1.8810425733257916,6.049778446081166,0.6265938349787789
latent_153,1.90515255610577,6.815851650926342,0.6152519492471726
latent_38,1.9118926933253613,6.204646282914788,0.6435421441473328
latent_118,1.931530506497666,9.552948655008835,0.5158621681765551
latent_162,1.9430329071865569,9.992608069808155,0.5386210990013023
latent_217,1.946000494995406,8.790274799454778,0.549212909514734
latent_176,1.984907724686314,7.998870516046432,0.5232461052048158
latent_116,2.022599429403019,16.07581230287981,0.39116434387163973
latent_137,2.0269997644804985,3.7242471935160766,0.8465471567811581
latent_160,2.0433290040563494,8.213378692693531,0.6755940284706621
latent_8,2.054332918655981,6.453121402600457,0.6006080487781267
latent_164,2.0853279415557817,4.522202770518963,0.7153382733798195
latent_227,2.0861800378493593,8.644795057446453,0.5735794086899942
latent_142,2.0899859543209542,10.17895429623751,0.6112905831792422
latent_167,2.0912543778643315,5.3104261844494,0.7152560059088359
latent_149,2.0948020338120448,6.44580472447424,0.6922168356980287
latent_103,2.1067606897529183,8.142606114737047,0.5511557794093511
latent_224,2.1664951003658492,7.571705903153581,0.6253787467887792
latent_22,2.17730473657284,6.539598432174917,0.8022410541167739
latent_194,2.2065771336275954,11.106818872330091,0.5788805034393864
latent_237,2.239544750247448,7.364287217346921,0.7294217170316868
latent_183,2.239668486462304,6.242787107965236,0.7254672009690855
latent_235,2.2414741764491732,10.987201802601104,0.5319989796540943
latent_247,2.2528287144495507,7.84967942685009,0.6623498533125527
latent_100,2.280761193065189,4.568429601255477,0.9238390118987229
latent_228,2.3219470050587514,8.416421834438847,0.6787396022509479
latent_88,2.3670786494878673,6.815404835012457,0.8118665047500802
latent_173,2.3734919088795072,12.045278658848458,0.5019089636877881
latent_24,2.3748933667984486,13.604924479766709,0.6538857544013825
latent_95,2.3860719198470797,10.419030407243225,0.5963138172800738
latent_31,2.3953111312493016,10.829479737216651,0.5963835686455493
latent_205,2.4105996006323256,7.111446884320964,0.8804147662100621
latent_250,2.4255132735070553,7.091549898833487,0.7717045049498366
latent_151,2.4877944616120575,13.054301628695228,0.7127995745988976
latent_18,2.4958052517434037,8.200902343001182,0.7835169564425467
latent_165,2.4981988985233756,10.64488356693937,0.8041526938263321
latent_156,2.5002548408399763,10.393727350762223,0.6357650000813247
latent_131,2.5041903026693433,9.314347203117409,0.7624145888384576
latent_14,2.509017600862615,9.100521812003889,0.7572307825053685
latent_84,2.5303951204136257,15.111429968836052,0.4730713023005328
latent_161,2.5336259238008796,8.953652842708959,0.6673811639140268
latent_206,2.5513860042405576,10.59817956569289,0.7490206155275038
latent_16,2.5543301031901513,10.288279000649476,0.7336772846611974
latent_252,2.5551353479057486,11.937771544916348,0.5649181418926035
latent_25,2.564937401354231,17.024700399811188,0.44427231241842097
latent_12,2.573082889213064,13.51385745410074,0.7133045852108588
latent_172,2.574115571088479,8.500186870857114,0.7425428649029263
latent_244,2.576182861446404,33.705717302785054,0.4274518521882715
latent_29,2.598571035753392,18.50008614315061,0.5995800650166094
latent_67,2.6008274441400934,8.745962367903015,0.8077552537822438
latent_255,2.6195506465204854,32.150274134186404,0.4372430895455121
latent_150,2.630821667842042,8.871930195151746,0.6641734235945316
latent_28,2.640343893252815,12.677446756731921,0.7721981053157722
latent_180,2.6443433204621987,7.987835949798361,0.7243233410981283
latent_7,2.6468664498211654,11.770823193360988,0.7518761898646796
latent_3,2.649493607053835,22.15191122752614,0.4713317542811681
latent_209,2.6595513297561446,9.286082097705396,0.7009657826578704
latent_241,2.670384797349042,19.715260775104625,0.582115498742649
latent_218,2.684819226158186,8.849609358739402,0.7800242096897313
latent_246,2.6863078520346564,8.301277931405076,0.7786826739220453
latent_63,2.6969874907577984,25.741725158954576,0.6065403265225994
latent_33,2.702411433803825,11.991150365859518,0.6479709116310607
latent_40,2.747544650809232,19.792354596967954,0.494815714532127
latent_197,2.7842436341238885,19.538297185000978,0.6115178325417656
latent_147,2.797152157921633,9.833758968652303,0.8093645534404063
latent_97,2.8259500470010743,11.290992933222457,0.7407180801150396
latent_219,2.8303742275430572,10.883377914508383,0.5033268911421264
latent_57,2.83158426939748,10.838093140980376,0.758255860022065
latent_189,2.8476342727170714,24.472451367357603,0.4382125353417732
latent_127,2.8559578736894156,13.088156725336443,0.5681628371363797
latent_242,2.8568171541998195,20.659042280927505,0.6173767534546084
latent_188,2.8581428666253346,16.38917574750429,0.6520710959260885
latent_27,2.9048761294755088,8.645305330421111,0.7653517227964682
latent_9,2.9675417659463728,21.97671217689332,0.5828645631013486
latent_222,2.981352069924703,10.487291773499052,0.8207587815163117
latent_123,2.9820252888041905,15.272422998195243,0.7319440858129325
latent_141,2.987275943928654,11.555017725295622,0.8722423487445331
latent_86,2.997259354729569,14.153202798846555,0.7610425047655183
latent_60,2.998104293750183,18.052934592636515,0.7388509554998004
latent_198,3.0059772677511996,19.98166629903456,0.6455360338085541
latent_70,3.0273168197507583,22.7462308634392,0.6810430616639382
latent_220,3.0618386355101497,11.565962875070428,0.8431657299429305
latent_80,3.072126490902874,15.549406960629765,0.6182255428396374
latent_129,3.0785661235659036,12.915551468166091,0.8404994394008587
latent_254,3.0938346726296793,16.686373141467172,0.6494325065738576
latent_175,3.1178748803840604,15.788015471026654,0.5478688792654581
latent_75,3.133428335133562,12.517657160518656,0.7920548725652978
latent_82,3.1544135979644294,11.832960691571493,0.6927830298359
latent_42,3.1560064099618983,28.44682680657513,0.5591228039020749
latent_178,3.1819510542348137,15.565167756383685,0.62096001016221
latent_238,3.2137973998523215,16.60910607966449,0.776380116224298
latent_207,3.2263946643341535,16.982133573191824,0.7126602862061834
latent_45,3.2430925097560537,21.724690912734253,0.6270148407726505
latent_90,3.2435654825520897,14.206708896756313,0.8098710037186903
latent_195,3.2548564874174146,13.26637659252795,0.9922420516517754
latent_122,3.25697262669675,15.561745675976445,0.6904085354374375
latent_91,3.2860665051786024,19.270137757133792,0.7698460327178998
latent_2,3.2968371285514624,18.08782182486578,0.7120358680244729
latent_166,3.2988770769882723,20.689481728379146,0.6739365553788917
latent_119,3.319016192719192,17.78730568902649,0.6179602122966208
latent_108,3.3500709206151797,18.039447620649742,0.8279604826565966
latent_144,3.3757590307302814,20.238012096286262,0.6720719702316603
latent_184,3.391996733901445,33.445671005885664,0.5147953927900669
latent_76,3.3981161405423697,19.91847833502387,0.6885657710819989
latent_58,3.4074794722643524,29.47732689877763,0.7215838994617091
latent_32,3.429113902227165,21.24850864537717,0.6327690694281352
latent_72,3.436811636755772,26.800749651314792,0.8463027229567024
latent_105,3.4869500720927267,24.943673495637412,0.6551932057056032
latent_229,3.5022765832838783,33.808717065399954,0.6101751294126256
latent_168,3.5026029146755304,20.441233756403005,0.6379471606472824
latent_115,3.5144038696685005,22.16135162636803,0.7222035895092082
latent_214,3.519763933656429,24.56512352096932,0.8064325423511054
latent_240,3.529355780160489,19.749274490744174,0.6843874163720022
latent_21,3.54731199007075,31.0073309989288,0.6940182234867315
latent_54,3.609145680862257,21.931822041307104,0.7742437150989053
latent_179,3.6230231968785565,39.04621707312189,0.4796860926399464
latent_0,3.629668215242,19.65670512345814,0.9272392160574324
latent_139,3.659772405760133,26.642314304691,0.7384926844327181
latent_39,3.6781791766267533,19.413924986106615,0.6644210994140295
latent_231,3.7287158537262184,24.260383438769477,0.7663453946224018
latent_243,3.7328479538820774,17.45186872023774,0.750740179203517
latent_138,3.744269285322977,19.599504842053488,0.8342861442320131
latent_6,3.758312397188229,17.849717637348164,0.8887897811675026
latent_253,3.781988873547029,42.58572237011875,0.5012651856552675
latent_157,3.8085544320498914,23.282846335776465,0.7469933216943349
latent_211,3.8163994960425063,23.753060932319382,0.642468503630582
latent_196,3.875200406843868,26.365668037086838,0.6199565509836507
latent_190,3.8774266565341367,17.97705518788485,0.7886315937580471
latent_41,3.902735665317728,37.28239397586705,0.618845666464567
latent_145,3.91005908645288,21.29199253720438,0.7933386776711276
latent_210,3.9444804104930946,18.986441744494726,0.9263689800181655
latent_245,3.955365809571214,28.774604170653525,0.6699061240343378
latent_158,3.9692563254001754,26.94949482469696,0.7965076435727493
latent_46,3.9718548857441243,27.017673658886725,0.8555173947221487
latent_204,3.9761960110615524,35.6050305540336,0.6997463109147041
latent_199,4.023433621846571,19.08650910642799,0.7863338886568071
latent_121,4.045675361969295,40.06047567567683,0.561792457793629
latent_102,4.0518454149811225,19.760459740254944,0.7323133203067553
latent_154,4.054284236109893,32.27102519541406,0.7019163179751158
latent_110,4.071258612692903,33.59533037946388,0.5093312147754688
latent_13,4.082849930115057,37.08159462641693,0.6234292787215575
latent_226,4.131250121136826,22.936628136906638,0.9233571513423595
latent_233,4.136962509325788,35.862051052979254,0.6621650006711842
latent_30,4.152837913614805,36.9346814263522,0.8074084462199272
latent_143,4.156222146674436,32.79154136836413,0.6921659437576378
latent_10,4.160011749856539,28.037459437134803,0.6747183525066197
latent_20,4.160759660586133,19.821122914491006,0.8144421161967399
latent_69,4.167823334987391,39.74385756050944,0.7311145797374021
latent_36,4.198380660970231,21.909685473511125,0.9265947024060575
latent_99,4.2473132430708045,28.002990686985214,0.8285472514811724
latent_68,4.290013513414589,31.096477562138208,0.8129635391625526
latent_51,4.292096208279437,25.113027668787606,0.7910896643019749
latent_212,4.3094949575428965,24.02932714475461,0.872197558397524
latent_114,4.327637278361143,31.293505748763142,0.6766743147969405
latent_4,4.348172536798859,26.508595560828986,0.8029282614109449
latent_234,4.364262598189095,40.71384680057857,0.6217564516951064
latent_74,4.440359385404503,37.93752498219451,0.7628435830964161
latent_202,4.449852277575036,23.406948869231513,0.9377989848361975
latent_50,4.455525772890869,35.02434198127303,0.8177640055258683
latent_171,4.470526466514612,28.976244795565083,0.8742054863675556
latent_223,4.472499345519862,24.832293732137142,0.7921062370163944
latent_193,4.515948364513757,34.14277419329262,0.7970218426540197
latent_56,4.561255687481367,36.84552759909322,0.7831425528726998
latent_49,4.578762056709892,19.592560611687972,0.8670786914895134
latent_232,4.661335981965158,30.873006584159487,0.8989564422832387
latent_120,4.7968997435831024,38.46246515703234,0.7029637555571231
latent_87,4.875093522895903,43.3047764216388,0.9008448300118276
latent_124,4.880429916450786,43.82978526513486,0.7097367804477113
latent_59,5.0236178110823655,77.53635841945872,0.593545877071826
latent_174,5.076407394745189,36.97753574730727,0.7388877568873071
latent_35,5.1023613900485145,44.1061905367503,0.6028764395231051
latent_53,5.158526115774325,54.27011174639809,0.6735807717604226
latent_65,5.316812679124548,56.24376081322951,0.8125007140207227
latent_192,5.401126808796786,28.546177835271394,0.831293790008354
latent_134,5.5035799613468335,85.94130645273407,0.6687453727803851
latent_248,5.508896937350737,49.262680357254844,0.5697071221209813
latent_47,5.582052776724718,62.574416185138986,0.6523818758218826
latent_55,5.792615197632683,69.63513470543205,0.5328777332652854
latent_89,6.12595937557756,55.33640267720415,0.9049888416277646
latent_79,6.2512614978242524,63.8746102667899,0.6353004458244467
latent_201,7.453371622943842,82.44718694017483,0.6172130070778327
latent_113,7.583143163830672,74.73850129513716,0.8006134211988782
latent_104,7.751190950257829,75.60725952283165,0.9073272629070745
latent_191,8.071308964777616,69.36652088651158,0.7031114478725093
latent_225,8.374268541903408,84.74500000792452,0.5943358027616364
latent_111,8.401150718131824,107.99334970642009,0.7865992306794736
latent_208,9.109858601445943,145.3644090888918,0.6528101531245022
latent_66,9.670990541534211,154.15428565692733,0.6367886705819386
latent_112,10.267919845061993,147.72171503853426,0.6196301676932482
latent_78,11.56069323870553,160.40891821527504,0.9864813987368328
latent_152,11.98664070759207,121.22006071726611,0.7410973387710089
latent_94,12.732486303015003,230.11464041745646,0.769581917034951
latent_230,16.809823984449622,309.1814358365757,0.7071583224728188
latent_106,20.786626970957602,314.35646966969585,0.6415845325189871
latent_98,21.396394849973927,452.6756697825972,0.6621308544783643
latent_11,85.22384756637453,1887.340926319261,0.6382515267466965
latent_81,94.80944096979908,2117.127178532112,0.7336598347731776
latent_26,693.2822248271137,16006.88745993704,0.742351442397889
