Dimension,Cluster_0_Mean,Cluster_1_Mean,Difference,t_statistic,p_value,Cohens_d
latent_171,-0.075759113806812,-0.03048947373594307,-0.04526964007086892,-2.1934289499457598,0.028389648932089912,0.09693200219215992
latent_18,-0.4210728444794482,-0.4667194392797152,0.045646594800267004,2.0739525619933032,0.038209644970850304,0.09417519127962205
latent_214,-0.050901543295361035,-0.0815703521535587,0.03066880885819767,2.0960896580446904,0.03619788979474952,0.0926832670254467
latent_118,-0.7881365942865258,-0.8716680248290748,0.08353143054254897,1.965205350306169,0.04952677397912287,0.09134704639606561
latent_205,0.0566883940572643,0.045266746707473306,0.011421647349790995,1.9924260502303133,0.04645817729103456,0.08832547690090274
latent_37,0.031005796104632152,0.0185701037127758,0.012435692391856351,1.909227048275389,0.056373800623835985,0.08604654706963445
latent_75,-0.26958797737398504,-0.3182766357804271,0.04868865840644204,1.8843719621886015,0.05965758959748277,0.08528440488656051
latent_247,-0.003830134016553133,0.009348434326476867,-0.01317856834303,-1.8910947809939262,0.0587540949810049,0.08413876433741917
latent_44,-0.32508563120837874,-0.25686661901725977,-0.06821901219111898,-1.7989714741882286,0.07217181717471104,0.08350684636336854
latent_239,0.020983069267247956,0.009491041884738432,0.011492027382509524,1.823331931310411,0.06840027277533263,0.07992982088859986
latent_111,0.028605207990116482,0.019904736193612098,0.008700471796504385,1.8061070018507668,0.07104982922184347,0.07990042326281914
latent_248,-0.043986542185347415,-0.09184281886423487,0.047856276678887456,1.7025708561665924,0.08880165067292203,0.07588754090368975
latent_160,0.23527388304725136,0.25039817927046265,-0.015124296223211292,-1.6942944524595354,0.09036288489245509,0.07527519329298557
latent_89,-0.0029855931999795645,-0.01377268520540925,0.010787092005429686,1.597503523935134,0.11030930172581475,0.07298877779313209
latent_46,0.040142780288140334,0.049004206842829176,-0.008861426554688842,-1.6317001623539633,0.10289792536881263,0.07255241633930616
latent_83,-0.037127854752738415,-0.02687036119297153,-0.010257493559766885,-1.6382439563087263,0.1015259382655915,0.07232786480406478
latent_91,-0.05127550513841961,-0.06399613067498221,0.0127206255365626,1.6444308390887616,0.10024222696115959,0.07163872582947123
latent_68,0.0047254784349873985,0.013652530902313168,-0.00892705246732577,-1.6322093189275928,0.10279064772655623,0.07152331072413055
latent_6,-0.017812069425401908,0.014751082344056936,-0.03256315176945884,-1.5593949993146201,0.11905894788557005,0.07102742372028525
latent_154,0.22970895194395097,0.20902512967087902,0.020683822273071945,1.5666060149372527,0.11736282297352632,0.06952311834659372
latent_78,0.0027792191726062673,-0.006842530938451959,0.009621750111058227,1.5241761461867065,0.12762063269267024,0.0672980661020274
latent_15,-0.02027010349931812,-0.03758689716336299,0.01731679366404487,1.4884600572360647,0.13678508428816627,0.06547914430633989
latent_55,0.06720348732965259,0.08381947027522597,-0.016615982945573385,-1.4425881628788706,0.14929094207868165,0.0634100320032232
latent_215,0.0005324359894897826,-0.00780706540260854,0.008339501392098322,1.3579058404660103,0.1746446219177863,0.06005525960421232
latent_135,0.7711200511702521,0.8370520061494662,-0.06593195497921411,-1.3393849712279742,0.18059546184454994,0.05810415995304495
latent_204,-0.04752686386111989,-0.05414378359381138,0.00661691973269149,1.3028149464816323,0.1927858584007182,0.05765853747746607
latent_66,0.023124342460783376,0.030251795183790037,-0.007127452723006661,-1.3246959649538528,0.18542126116561522,0.0570867623754393
latent_229,0.043426212747479556,0.08049327709653026,-0.0370670643490507,-1.2278592475027414,0.2196423013344707,0.056956439640837485
latent_125,0.02411803636359128,0.02936725845725979,-0.005249222093668508,-1.1053006004524422,0.2691604669278979,0.04879315208685503
latent_13,-0.1058798152980579,-0.11015287944039145,0.004273064142333555,1.1287393524076463,0.2591413067257746,0.048437721551237524
latent_49,0.022449242712949593,0.016655947478843417,0.005793295234106176,0.9967105872878979,0.31902391639812766,0.0443734770139377
latent_96,0.0703885354147139,0.05977199326201068,0.010616542152703225,0.9562858480707512,0.33904181603261285,0.04271842343137959
latent_250,0.2731911855006539,0.31958206368256226,-0.046390878181908346,-0.8787915434765023,0.3796184200343772,0.04064246804703905
latent_136,-0.8200599716844005,-0.7904923246103204,-0.029567647074080106,-0.8529576374141007,0.39378352175040143,0.039389281740580664
latent_200,0.011878543312429426,0.01913397415658363,-0.007255430844154203,-0.882534306727052,0.3775925307086505,0.03848260272497121
latent_99,-0.4318647721383992,-0.46698413784234877,0.03511936570394958,0.7163852411100556,0.4738359904819268,0.03308925818307001
latent_95,0.2941035585775613,0.284573872427758,0.009529686149803318,0.4970216005663012,0.6192276942888115,0.022696010853486794
latent_67,0.20396995558205647,0.21155972395380782,-0.007589768371751349,-0.5153315221527343,0.6063775424006899,0.02261077732646647
latent_86,0.0105523072571594,0.004638785410498219,0.005913521846661181,0.33252706918329017,0.7395256706086616,0.014915484046117212
latent_142,0.23940256840491825,0.24622515336459072,-0.006822584959672473,-0.3287430180001707,0.7423838783778371,0.014425127753203029
latent_252,-0.02807013454623774,-0.03059003436903915,0.0025198998228014094,0.3003915009133533,0.763909334903,0.013319440125021873
latent_193,-0.005503640578065395,-0.0025038578051067625,-0.0029997827729586323,-0.28494501704713143,0.7757153612486216,0.012607374487439106
latent_253,-0.060387011970363086,-0.061606986286476866,0.0012199743161137797,0.2695949417498599,0.7874993195495873,0.011848379570616033
latent_196,0.06930735454458448,0.07286367795434164,-0.003556323409757159,-0.123936807842344,0.9013775911916602,0.0055000385305235345
