Feature,Correlation,P_Value,Abs_Correlation,Rank
latent_22,-0.04089920132164862,0.0008662037456963593,0.04089920132164862,157
latent_62,-0.04037205986057271,0.0010098791785292933,0.04037205986057271,158
latent_165,-0.04023621946166893,0.0010503214925171,0.04023621946166893,159
latent_29,-0.039683959820040166,0.0012306526653602088,0.039683959820040166,160
latent_209,0.03929706871360296,0.001373571406384287,0.03929706871360296,161
latent_108,-0.03885159275958149,0.0015570077583980507,0.03885159275958149,162
latent_93,0.038011970001142974,0.0019653499205943086,0.038011970001142974,163
latent_133,-0.03799188201892876,0.001976225881596865,0.03799188201892876,164
latent_181,-0.037709631899138174,0.002134994967586807,0.037709631899138174,165
latent_223,0.03727723834059853,0.0024010072778331156,0.03727723834059853,166
latent_4,0.036644714173035234,0.0028450356792624476,0.036644714173035234,167
latent_162,-0.03588639333508788,0.003475541590938209,0.03588639333508788,168
latent_206,0.03560527496771468,0.003739888383043154,0.03560527496771468,169
latent_77,-0.03550559140100118,0.0038379279438819306,0.03550559140100118,170
latent_97,-0.03527249660548051,0.004076353277559441,0.03527249660548051,171
latent_89,-0.03477461580831023,0.004631206404546474,0.03477461580831023,172
latent_17,0.03285502536623253,0.007467794756994704,0.03285502536623253,173
latent_70,-0.032328682577698706,0.008479645508120666,0.032328682577698706,174
latent_45,-0.03226922771965647,0.00860132244420395,0.03226922771965647,175
latent_150,0.030184617260443303,0.013983462655520017,0.030184617260443303,176
latent_247,0.030080101243842326,0.014318418759220897,0.030080101243842326,177
latent_14,0.029792231404148564,0.015277848114492999,0.029792231404148564,178
latent_144,-0.029439975056345373,0.016528518785759196,0.029439975056345373,179
latent_177,0.029419456477178946,0.016604063863981895,0.029419456477178946,180
latent_102,0.029049913015417542,0.018017494032605667,0.029049913015417542,181
latent_51,0.028501438611553093,0.02030935890490433,0.028501438611553093,182
latent_214,0.028098327926912768,0.022152156438649873,0.028098327926912768,183
latent_100,-0.028035389973977726,0.022452622014299036,0.028035389973977726,184
latent_134,0.027581090080122564,0.024728397474775198,0.027581090080122564,185
latent_6,-0.027255740909880654,0.026478565524331827,0.027255740909880654,186
latent_88,-0.027232897491919542,0.02660537204734544,0.027232897491919542,187
latent_96,-0.026432940996365544,0.03138907948025594,0.026432940996365544,188
latent_126,0.026331727569684802,0.03204397274367128,0.026331727569684802,189
latent_74,0.026130421687741302,0.03338136390684826,0.026130421687741302,190
latent_5,0.026057308006228172,0.03387878142850046,0.026057308006228172,191
latent_222,-0.025932953195242425,0.03473936473367144,0.025932953195242425,192
latent_217,0.025479290084471834,0.038038885663654265,0.025479290084471834,193
latent_104,0.024192511936914258,0.048879762336458105,0.024192511936914258,194
latent_16,-0.023523948652280302,0.05546796488204704,0.023523948652280302,195
latent_40,-0.023414654184846485,0.05661235216955453,0.023414654184846485,196
latent_99,0.023258271605451252,0.058283891618802985,0.023258271605451252,197
latent_243,-0.022004674898484677,0.07321783730746993,0.022004674898484677,198
latent_192,0.021802471157672133,0.07589715422769099,0.021802471157672133,199
latent_193,0.020960596853292216,0.08792440857146952,0.020960596853292216,200
latent_31,-0.02095425968470294,0.08802045593635305,0.02095425968470294,201
latent_21,-0.020775352581076892,0.09076708554197027,0.020775352581076892,202
latent_128,0.019937259897163342,0.10456366874230505,0.019937259897163342,203
latent_36,-0.019926324640628795,0.10475411641591226,0.019926324640628795,204
latent_234,0.01958294764905635,0.11087562732734436,0.01958294764905635,205
latent_33,-0.01954733743564073,0.11152630029229649,0.01954733743564073,206
latent_20,0.018601072895999174,0.12994468901768744,0.018601072895999174,207
latent_210,-0.01833677360149549,0.1354896279924332,0.01833677360149549,208
latent_57,0.017545779108528184,0.15317832281339658,0.017545779108528184,209
latent_76,-0.017291038696817786,0.15923380688730934,0.017291038696817786,210
latent_18,0.016764909700694733,0.1723111504285338,0.016764909700694733,211
latent_55,0.016479245057937398,0.17973990417785238,0.016479245057937398,212
latent_131,0.016018048978182924,0.19223154659325375,0.016018048978182924,213
latent_145,-0.015981190749132717,0.19325673898938658,0.015981190749132717,214
latent_81,0.015297050787671521,0.21302019839822472,0.015297050787671521,215
latent_248,0.015084759356840581,0.21943971838372467,0.015084759356840581,216
latent_94,-0.01445854064831322,0.23918166178422381,0.01445854064831322,217
latent_24,0.013965576046455201,0.2555802374907651,0.013965576046455201,218
latent_19,0.013833109630650934,0.2601168947693615,0.013833109630650934,219
latent_215,0.012641619754804921,0.3034275654339498,0.012641619754804921,220
latent_246,-0.012133512120016357,0.3232777996595801,0.012133512120016357,221
latent_60,-0.011897180264854852,0.33279261766385104,0.011897180264854852,222
latent_124,0.011423904635030983,0.35238450831100393,0.011423904635030983,223
latent_101,0.0112524536235511,0.3596584785202467,0.0112524536235511,224
