Target,R²_Test_Image_Only,R²_Test_Combined,R²_CV_Image_Only,R²_CV_Combined,ΔR²_Test,ΔR²_CV,MSE_Reduction_%
SBR_PC1,0.9587587644670297,0.9581130005614596,0.958521400295392,0.9576701044488936,-0.0006457639055700293,-0.0008512958464984566,-1.5658209489232138
SBR_PC2,0.7521091447590346,0.7456678081352028,0.7856733862486024,0.7865570458783632,-0.006441336623831728,0.0008836596297607802,-2.5984567351507444
SBR_PC3,0.6851423994316715,0.6859272750545603,0.6847927411697518,0.6788610126542517,0.0007848756228887588,-0.0059317285155000565,0.2492795541451358
