Target,R2_Before,R2_After,Improvement,Improvement_Pct
SBR_PC1,0.9759092089622602,0.8794985468652416,-0.09641066209701854,-9.879060594124066
SBR_PC2,0.8656732972791481,0.8428469906647734,-0.02282630661437468,-2.636826928371111
SBR_PC3,0.80795952523757,0.7011075742840847,-0.10685195095348532,-13.224913824992274
