Cluster,N,Age_Mean,Age_Std,Sex_Mode,Handedness_Mode,Scanner_Mode,Scanner Model_Mode,SBR_PC1_Mean,SBR_PC1_Std,SBR_PC2_Mean,SBR_PC2_Std,SBR_PC3_Mean,SBR_PC3_Std
0,1033,62.375127168928444,10.309563250555417,1.0,1.0,SIEMENS NM,Encore2,0.026593674615144995,2.2667857633596395,0.04084524929994308,0.551986566757498,-0.03684107470821669,0.4874646067666679
1,1340,64.14947703571382,9.503830039304752,1.0,1.0,SIEMENS NM,Encore2,-0.020500944684660367,2.33068431024247,-0.031487419796150135,0.5692501346874085,0.028400619532528246,0.5717859665704366
