Feature,Correlation,P_Value,Abs_Correlation,Rank
latent_126,-0.9146368881110094,0.0,0.9146368881110094,1
latent_135,-0.448935062695771,4.796389489500876e-118,0.448935062695771,2
latent_205,0.42781289287849267,3.210451350001504e-106,0.42781289287849267,3
latent_39,-0.4014617805973459,1.3315313087380165e-92,0.4014617805973459,4
latent_21,-0.32717824198291934,2.5482540653424995e-60,0.32717824198291934,5
latent_250,0.3256321735766129,9.769838554938721e-60,0.3256321735766129,6
latent_48,-0.2803599995984997,4.139778172073998e-44,0.2803599995984997,7
latent_4,-0.27211384488049617,1.4763777222640042e-41,0.27211384488049617,8
latent_179,0.26979835906643884,7.414690140976305e-41,0.26979835906643884,9
latent_87,0.2634703724260773,5.632043041581466e-39,0.2634703724260773,10
latent_119,0.2535370622064199,3.987201161379597e-36,0.2535370622064199,11
latent_2,0.25331548791917724,4.6007922136096625e-36,0.25331548791917724,12
latent_38,-0.24330310574455916,2.5612279680562025e-33,0.24330310574455916,13
latent_92,-0.24248794249700292,4.232052144733115e-33,0.24248794249700292,14
latent_226,-0.2357745316130599,2.465709920758899e-31,0.2357745316130599,15
latent_156,-0.2352259696087918,3.418019018942382e-31,0.2352259696087918,16
latent_224,-0.23342299886716628,9.939729347847262e-31,0.23342299886716628,17
latent_66,-0.23088176197686244,4.407032189676062e-30,0.23088176197686244,18
latent_7,0.22787373140993356,2.5100860346744192e-29,0.22787373140993356,19
latent_99,-0.22350558889918096,3.0032010151672485e-28,0.22350558889918096,20
latent_231,-0.22196654622793877,7.111290038048045e-28,0.22196654622793877,21
latent_82,0.21959680103155219,2.6477765481586345e-27,0.21959680103155219,22
latent_232,0.21385366977536066,6.012220835633151e-26,0.21385366977536066,23
latent_106,0.20884474510869966,8.515414588676596e-25,0.20884474510869966,24
latent_218,-0.20643521884955823,2.975391082138128e-24,0.20643521884955823,25
latent_42,0.20379482767903953,1.1513238046127074e-23,0.20379482767903953,26
latent_246,-0.1938573500699305,1.5878150280383278e-21,0.1938573500699305,27
latent_182,0.18904367809174233,1.5723749154040536e-20,0.18904367809174233,28
latent_109,0.18570121105319226,7.45571178303234e-20,0.18570121105319226,29
latent_253,0.18159360945620023,4.851245491974702e-19,0.18159360945620023,30
latent_63,0.17964929963025125,1.1593876551164266e-18,0.17964929963025125,31
latent_104,0.1796328639067813,1.1679091732766347e-18,0.1796328639067813,32
latent_16,0.17933738208689665,1.3320932050936418e-18,0.17933738208689665,33
latent_19,0.17867506511247966,1.7874116847033365e-18,0.17867506511247966,34
latent_76,-0.1766529702353472,4.3554066045217325e-18,0.1766529702353472,35
latent_18,0.17515254878369302,8.376956183911772e-18,0.17515254878369302,36
latent_100,-0.1746344847569266,1.0485312669918668e-17,0.1746344847569266,37
latent_237,-0.17462108075102079,1.0546295307214273e-17,0.17462108075102079,38
latent_241,-0.1738894349342432,1.4463330871270363e-17,0.1738894349342432,39
latent_37,0.1733955443208851,1.788649113309939e-17,0.1733955443208851,40
latent_166,0.16972461751987516,8.506169508108191e-17,0.16972461751987516,41
latent_20,0.16732646825417974,2.312414800334834e-16,0.16732646825417974,42
latent_178,0.16711315527215537,2.5257522935118934e-16,0.16711315527215537,43
latent_137,0.16699526683397808,2.6518543604542875e-16,0.16699526683397808,44
latent_244,0.16504933418869375,5.896466297454963e-16,0.16504933418869375,45
latent_79,-0.16206030514075553,1.974826214099626e-15,0.16206030514075553,46
latent_175,-0.15971124721620586,5.025493446434497e-15,0.15971124721620586,47
latent_10,0.15634407958207494,1.8710876658130725e-14,0.15634407958207494,48
latent_117,-0.1534709654542643,5.616265165871062e-14,0.1534709654542643,49
latent_94,-0.15270504509497201,7.50210219026154e-14,0.15270504509497201,50
latent_96,-0.15247476633568463,8.182034529747131e-14,0.15247476633568463,51
latent_32,-0.14942187210870123,2.5523081330766844e-13,0.14942187210870123,52
latent_127,0.1493465718627428,2.6241683690770743e-13,0.1493465718627428,53
latent_229,-0.14905617388516162,2.92037438253395e-13,0.14905617388516162,54
latent_12,0.1479288336253486,4.414505970828593e-13,0.1479288336253486,55
latent_255,0.14706423840313712,6.047440801880477e-13,0.14706423840313712,56
latent_133,-0.14487656910460034,1.3299256913287794e-12,0.14487656910460034,57
latent_141,-0.14419349351541036,1.6968173098803025e-12,0.14419349351541036,58
latent_28,-0.14212751118111516,3.5204263571258485e-12,0.14212751118111516,59
latent_238,-0.13994978198868785,7.511590641923939e-12,0.13994978198868785,60
latent_98,-0.13992296429276418,7.581468658909371e-12,0.13992296429276418,61
latent_216,0.13760807090947477,1.674855601777116e-11,0.13760807090947477,62
latent_130,-0.13740359641495092,1.795175514416468e-11,0.13740359641495092,63
latent_26,-0.13721522025148586,1.913483756163537e-11,0.13721522025148586,64
latent_43,-0.13705492539023081,2.0201371222566168e-11,0.13705492539023081,65
latent_24,0.1355442813916363,3.357594766126933e-11,0.1355442813916363,66
latent_215,0.13291603916383646,8.01883208375486e-11,0.13291603916383646,67
latent_9,-0.13274374541422956,8.484753733712408e-11,0.13274374541422956,68
latent_157,-0.1309772735566055,1.5076377293465677e-10,0.1309772735566055,69
latent_56,0.13076798639292878,1.6130807794591774e-10,0.13076798639292878,70
latent_202,0.13046436541515957,1.7789586330018146e-10,0.13046436541515957,71
latent_188,0.1297586241659024,2.2315062572743384e-10,0.1297586241659024,72
latent_223,0.12852539030960805,3.3062353558728673e-10,0.12852539030960805,73
latent_74,0.12852403488173086,3.3076574919261535e-10,0.12852403488173086,74
latent_161,0.1280271079887012,3.871342850530822e-10,0.1280271079887012,75
latent_160,-0.12730778598325293,4.85651926253877e-10,0.12730778598325293,76
latent_172,0.12698529719955434,5.373915795781902e-10,0.12698529719955434,77
latent_110,-0.12438176708910059,1.2056254794987613e-09,0.12438176708910059,78
latent_54,0.12351712414757977,1.570987992468775e-09,0.12351712414757977,79
latent_73,-0.12180238689823544,2.6413770811486404e-09,0.12180238689823544,80
latent_85,0.12076553218294397,3.6039521040486405e-09,0.12076553218294397,81
latent_227,0.11943665111173561,5.346685086736379e-09,0.11943665111173561,82
latent_163,-0.11697612355832707,1.0974455865277535e-08,0.11697612355832707,83
latent_14,0.11670460291629693,1.1870172978692834e-08,0.11670460291629693,84
latent_77,-0.11590166678371967,1.4954410086756593e-08,0.11590166678371967,85
latent_203,0.11553261469078299,1.6620713109531106e-08,0.11553261469078299,86
latent_153,-0.11425904219971857,2.3871932676560144e-08,0.11425904219971857,87
latent_169,-0.11273024222084113,3.6677760471800775e-08,0.11273024222084113,88
latent_201,-0.11228238501736167,4.155094339019704e-08,0.11228238501736167,89
latent_210,0.11190855229079313,4.609398765148134e-08,0.11190855229079313,90
latent_61,-0.11120307920337147,5.601303407944171e-08,0.11120307920337147,91
latent_159,0.11094976550620009,6.005597522297623e-08,0.11094976550620009,92
latent_120,0.10925555845630944,9.533997545358751e-08,0.10925555845630944,93
latent_125,0.1074604386109056,1.5441936616876349e-07,0.1074604386109056,94
latent_122,-0.10679281247370279,1.843906485543247e-07,0.10679281247370279,95
latent_52,0.10609771319907657,2.215421560665995e-07,0.10609771319907657,96
latent_75,0.10565413715481745,2.4892409775314985e-07,0.10565413715481745,97
latent_102,-0.10363943078645016,4.2012873815699117e-07,0.10363943078645016,98
latent_183,0.10251725392746722,5.599913821632758e-07,0.10251725392746722,99
latent_209,-0.09880252486429507,1.4192757776093219e-06,0.09880252486429507,100
latent_155,0.09866471369059962,1.468175648738294e-06,0.09866471369059962,101
latent_167,-0.09756533215353475,1.9206123125750817e-06,0.09756533215353475,102
latent_174,0.09581724905241494,2.9268032219970025e-06,0.09581724905241494,103
latent_55,-0.09447639593984886,4.023578047318631e-06,0.09447639593984886,104
latent_239,-0.09380117449764472,4.715440765652559e-06,0.09380117449764472,105
latent_234,0.09344707593895558,5.122409557739992e-06,0.09344707593895558,106
latent_164,-0.09187630854606621,7.369161261221331e-06,0.09187630854606621,107
latent_57,-0.0903376866299511,1.0464044100381909e-05,0.0903376866299511,108
latent_17,0.09005041105710053,1.1165185682300296e-05,0.09005041105710053,109
latent_90,-0.08972990419759988,1.2000292832832837e-05,0.08972990419759988,110
latent_8,0.08885150317382923,1.4605358978800734e-05,0.08885150317382923,111
latent_154,0.08696253512603788,2.2148629375509363e-05,0.08696253512603788,112
latent_219,0.08630025252504753,2.5579689162219655e-05,0.08630025252504753,113
latent_70,0.08600274897537588,2.728026523917289e-05,0.08600274897537588,114
latent_93,-0.08551819001215713,3.0282141212913063e-05,0.08551819001215713,115
latent_230,-0.08467395678506186,3.6275440109705117e-05,0.08467395678506186,116
latent_193,-0.08444951110338199,3.804890289961246e-05,0.08444951110338199,117
latent_80,0.08435742782401323,3.880003736812683e-05,0.08435742782401323,118
latent_254,0.08175191846979357,6.691559191462713e-05,0.08175191846979357,119
latent_180,0.08135510154548921,7.260695062582565e-05,0.08135510154548921,120
latent_27,0.07999748487342194,9.57354529520686e-05,0.07999748487342194,121
latent_41,-0.07996507588031447,9.63645195139403e-05,0.07996507588031447,122
latent_86,-0.07972323895082395,0.00010118327871713877,0.07972323895082395,123
latent_114,-0.07909742124649327,0.00011472984300456278,0.07909742124649327,124
latent_149,-0.07717382140053067,0.0001678636486170432,0.07717382140053067,125
latent_165,0.07548008443711512,0.00023304329958295512,0.07548008443711512,126
latent_118,-0.07545279107581587,0.0002342659900099418,0.07545279107581587,127
latent_138,-0.07485126122707472,0.0002627899867081176,0.07485126122707472,128
latent_84,-0.074005287640519,0.00030844576826656844,0.074005287640519,129
latent_71,-0.0732549469430061,0.0003550512121620535,0.0732549469430061,130
latent_198,0.07306706494652354,0.00036771046431392616,0.07306706494652354,131
latent_184,0.07296197701098914,0.000374973826014663,0.07296197701098914,132
latent_36,0.07266949087251906,0.00039590144088460247,0.07266949087251906,133
latent_158,-0.07050609272477927,0.0005880586090017506,0.07050609272477927,134
latent_186,0.07022669896886445,0.0006184088899273605,0.07022669896886445,135
latent_53,0.06951276221001831,0.0007027053248854819,0.06951276221001831,136
latent_207,0.06903646382480465,0.0007647496988454468,0.06903646382480465,137
latent_211,0.06876066269444392,0.0008029624967088659,0.06876066269444392,138
latent_142,-0.0682520207599071,0.0008781178217495755,0.0682520207599071,139
latent_252,0.06786936782369468,0.0009388973531856183,0.06786936782369468,140
latent_213,-0.06743643119634223,0.0010123478504148865,0.06743643119634223,141
latent_136,-0.06716948606273818,0.0010602492421672718,0.06716948606273818,142
latent_214,-0.06569673049834587,0.0013643548609841094,0.06569673049834587,143
latent_6,-0.06499429533710127,0.0015360894492371581,0.06499429533710127,144
latent_148,0.0625405061060729,0.0023041411548365733,0.0625405061060729,145
latent_173,0.0623015772046409,0.002395205367531571,0.0623015772046409,146
latent_152,0.062019208356898774,0.002507064898144346,0.062019208356898774,147
latent_222,-0.06195683858354735,0.0025324076956735977,0.06195683858354735,148
latent_197,0.06101962094369329,0.002942506924961022,0.06101962094369329,149
latent_0,0.06065086042663462,0.003119836441493737,0.06065086042663462,150
latent_195,0.05923871730065303,0.003892595155241607,0.05923871730065303,151
latent_97,0.05911556204963412,0.003967616507269918,0.05911556204963412,152
latent_88,0.0590261620236555,0.004022894823574994,0.0590261620236555,153
latent_242,0.05663937460165258,0.005782594870167229,0.05663937460165258,154
latent_83,-0.05644276377312571,0.005954699618788947,0.05644276377312571,155
latent_190,-0.05590841665950081,0.0064459886620781386,0.05590841665950081,156
latent_200,-0.05554620273577987,0.0067994333236939125,0.05554620273577987,157
latent_196,0.054664845409588526,0.007733203333926034,0.054664845409588526,158
latent_191,-0.054135864282991136,0.008347299515443198,0.054135864282991136,159
latent_204,0.05245547778496618,0.010597433138413319,0.05245547778496618,160
latent_233,0.05241666830011592,0.010655232886238843,0.05241666830011592,161
latent_121,0.05231050919090884,0.010814771611886438,0.05231050919090884,162
latent_177,-0.05213477692602025,0.01108353420979467,0.05213477692602025,163
latent_49,0.051788473514439944,0.011630577800425186,0.051788473514439944,164
latent_101,-0.04983678686007638,0.015184381756252101,0.04983678686007638,165
latent_220,-0.04808142010070875,0.0191636391454308,0.04808142010070875,166
latent_124,-0.04723522436014579,0.021388088955459707,0.04723522436014579,167
latent_176,-0.04691579836731678,0.02228442689287733,0.04691579836731678,168
latent_62,-0.046796332898105975,0.022627949240403677,0.046796332898105975,169
latent_143,0.04577829255927438,0.02574660724400647,0.04577829255927438,170
latent_113,-0.04516841087041944,0.027787555726399547,0.04516841087041944,171
latent_11,-0.0445004171527075,0.030181488581774673,0.0445004171527075,172
latent_35,-0.044440168269622216,0.030405865518196462,0.044440168269622216,173
latent_34,-0.04382251534835658,0.03278989556536083,0.04382251534835658,174
latent_192,0.04333117714777797,0.03479894804755713,0.04333117714777797,175
latent_162,-0.043148025237603554,0.035574267566560284,0.043148025237603554,176
latent_22,0.04129617226750016,0.04427509278079651,0.04129617226750016,177
latent_221,0.04024391856288557,0.04997461799179667,0.04024391856288557,178
latent_40,-0.038409252561884516,0.0613795220574607,0.038409252561884516,179
latent_206,-0.03807437012360766,0.06367781089089074,0.03807437012360766,180
latent_30,0.03783912361325234,0.06533441808757358,0.03783912361325234,181
latent_59,-0.03764759502605113,0.06670924991731643,0.03764759502605113,182
latent_111,-0.03762658824597565,0.06686147927144061,0.03762658824597565,183
latent_187,0.03714315873026611,0.07044444612801061,0.03714315873026611,184
latent_140,0.035861742245738765,0.08070840446230866,0.035861742245738765,185
latent_208,-0.034924600527122596,0.08895797632622371,0.034924600527122596,186
latent_185,0.0346843954499608,0.0911783326851579,0.0346843954499608,187
latent_112,-0.0341730774564689,0.09605301230025456,0.0341730774564689,188
latent_134,-0.03408719846853103,0.09689182615104361,0.03408719846853103,189
latent_168,0.03393739789636807,0.09836899050355555,0.03393739789636807,190
latent_189,0.03253496673355715,0.11308571368231797,0.03253496673355715,191
latent_31,0.03188400274277166,0.12048141085334033,0.03188400274277166,192
latent_151,0.031686060098397556,0.12280374522476316,0.031686060098397556,193
latent_1,0.03101991771354984,0.13087650386836347,0.03101991771354984,194
latent_72,-0.03070846739667674,0.13478926300815505,0.03070846739667674,195
latent_123,-0.030376376633529063,0.13906022392750925,0.030376376633529063,196
latent_51,-0.029368084798669702,0.15266669668201605,0.029368084798669702,197
latent_212,-0.028611273484057544,0.1635276859518959,0.028611273484057544,198
latent_108,-0.02770107602599537,0.1773489210449985,0.02770107602599537,199
latent_45,0.02730920175420675,0.18356029708704832,0.02730920175420675,200
latent_15,0.026368539743943258,0.19912482838964526,0.026368539743943258,201
latent_240,0.025897072730033607,0.20727912409114124,0.025897072730033607,202
latent_67,0.024942532021608885,0.22452422429435553,0.024942532021608885,203
latent_144,0.024893913030580632,0.22542923384377803,0.024893913030580632,204
latent_248,-0.024307279217664228,0.23655466111201387,0.024307279217664228,205
latent_245,-0.02416552510928324,0.2393002419817777,0.02416552510928324,206
latent_95,-0.02408694755940898,0.24083182036598064,0.02408694755940898,207
latent_107,-0.023202350850255356,0.2585507834261755,0.023202350850255356,208
latent_139,0.02307849117215139,0.26110204077794963,0.02307849117215139,209
latent_23,0.02274413785007812,0.2680757104260661,0.02274413785007812,210
latent_243,0.022688579162542376,0.2692467860311316,0.022688579162542376,211
latent_5,0.022376908513749877,0.27588125070137026,0.022376908513749877,212
latent_150,0.021935295542531288,0.2854711761429157,0.021935295542531288,213
latent_147,0.021224955668021912,0.30136416169596103,0.021224955668021912,214
latent_194,0.02116133168771312,0.30281586134083116,0.02116133168771312,215
latent_171,0.02086927735590042,0.30953916732733533,0.02086927735590042,216
latent_33,0.020790073880458497,0.3113793498249131,0.020790073880458497,217
latent_132,0.020769155098654388,0.31186656975900284,0.020769155098654388,218
latent_249,-0.020573932416767398,0.3164377082150469,0.020573932416767398,219
latent_217,-0.020502539650504758,0.3181202873933888,0.020502539650504758,220
latent_116,0.02006362481813571,0.3285930593879702,0.02006362481813571,221
latent_236,-0.019464449332871475,0.3432462325557793,0.019464449332871475,222
latent_228,0.01931229606559324,0.3470326550999135,0.01931229606559324,223
latent_69,0.01922635668224866,0.34918300128028806,0.01922635668224866,224
latent_145,-0.0165950319083366,0.419072780737384,0.0165950319083366,225
latent_181,-0.015577030088843561,0.4481774166428097,0.015577030088843561,226
latent_47,0.014914019703703044,0.46773400001503207,0.014914019703703044,227
latent_25,-0.01448565801510147,0.48061637216268543,0.01448565801510147,228
latent_60,-0.014121773971821669,0.4917096672852951,0.014121773971821669,229
latent_251,-0.013851461311279905,0.5000384378000317,0.013851461311279905,230
latent_81,0.013749164935700626,0.5032097557085169,0.013749164935700626,231
latent_44,0.01261069476360379,0.5392079507460789,0.01261069476360379,232
latent_225,0.012347081851414874,0.5477234766864932,0.012347081851414874,233
latent_247,-0.01203069284727636,0.5580307987413244,0.01203069284727636,234
latent_68,0.011871434755724757,0.5632545415370626,0.011871434755724757,235
latent_3,0.011174820471158822,0.5863766493561615,0.011174820471158822,236
latent_235,0.009994911948428328,0.6265118827081875,0.009994911948428328,237
latent_131,0.00929539762847238,0.6508497163755619,0.00929539762847238,238
latent_115,0.00787937284233637,0.7012488936294237,0.00787937284233637,239
latent_13,0.007384069961471784,0.7192069529739747,0.007384069961471784,240
latent_105,-0.00729681302355298,0.722387053619179,0.00729681302355298,241
latent_91,-0.006065906697326743,0.7677354952042479,0.006065906697326743,242
latent_146,0.006008222779966705,0.7698816726433588,0.006008222779966705,243
latent_89,0.005904618523027391,0.7737407701941547,0.005904618523027391,244
latent_29,0.005821856096625797,0.7768275675855902,0.005821856096625797,245
latent_50,0.005120306827110394,0.8031302679746903,0.005120306827110394,246
latent_199,0.004516313810575519,0.8259564969598241,0.004516313810575519,247
latent_46,0.00374336347441049,0.8553812772105428,0.00374336347441049,248
latent_78,0.003716851014566947,0.8563943775948977,0.003716851014566947,249
latent_170,0.0034379716098400983,0.8670649989500283,0.0034379716098400983,250
latent_128,-0.0031504663267369914,0.8780910487543395,0.0031504663267369914,251
latent_58,-0.002385719576208578,0.9075292575453217,0.002385719576208578,252
latent_103,0.0007669268173029868,0.9702139357051428,0.0007669268173029868,253
latent_65,0.000668821117026451,0.9740227410016016,0.000668821117026451,254
latent_129,0.0005181135022711159,0.9798748591896058,0.0005181135022711159,255
latent_64,-0.00036488014466730563,0.9858261625304302,0.00036488014466730563,256
