,Age,Sex,Scanner,Scanner Model,Patient Hand,SBR_PC1,SBR_PC2,SBR_PC3
latent_118,0.02078531232204574,0.029964920936952615,0.0378238755856923,0.04824536014332767,0.0,0.005693123681130719,0.08903797125674678,0.02255982399938359
latent_119,0.0076928180991951145,0.00986242414101721,0.02386522246145674,0.043584879482782404,0.0,0.06428104191226204,0.1322372765387167,0.0
latent_126,0.025505928880564865,0.0,0.11925451193544534,0.13503874354362064,0.0,0.8365606370933911,0.006670347451858005,0.007449168818481719
latent_133,0.05240428740506569,0.06248114851154789,0.08463620282666241,0.10135604805978785,0.0,0.020989220275520037,0.02269285314313484,0.030773336904151842
latent_134,0.0,0.03447311685039245,0.11888312896750483,0.17668098915424926,0.0,0.0,0.012131471532312171,0.008204392008667889
latent_135,0.04139197785542094,0.0,0.03063100368834006,0.04029913660174118,0.0,0.20154269051765583,0.0,0.037660576964677096
latent_136,0.0269666494635297,0.0,0.05667235440963259,0.07446003180145241,0.0,0.0,0.008322941228614952,0.031031438901754325
latent_142,0.011879571074841373,0.0,0.0,0.03169371451393121,0.006388295248056685,0.0,0.0,0.03867294310288982
latent_147,0.0,0.0088882988384181,0.025664042268610236,0.042080260961075054,0.0,0.0,0.0,0.016842123002870447
latent_150,0.0,0.008813337227826184,0.02015247167556232,0.0,0.0,0.0,0.0,0.006671552294004417
latent_154,0.010434295592761239,0.0,0.03599446832122796,0.03780637547180554,0.0,0.007562482515547373,0.008657661005228582,0.0
latent_155,0.028633418683986472,0.0,0.046922763840554736,0.059162786427774616,0.0,0.009734725727647995,0.016217345561276547,0.0802975963339733
latent_163,0.05181114272089886,0.0,0.06399877982799995,0.08856211562305559,0.0,0.013683413482733001,0.1942041018995673,0.0
latent_171,0.0,0.0,0.06038922958988119,0.06798328693261241,0.0,0.0,0.0,0.017509316931811753
latent_181,0.009128888490598642,0.0,0.0445821502821046,0.052115146126515126,0.0,0.0,0.0,0.0
latent_185,0.02199900371659898,0.043038988415790624,0.01854613336266266,0.03276308282981947,0.0,0.0,0.0,0.0
latent_187,0.0,0.007501146587775056,0.03324318716902959,0.07378053690466924,0.0,0.0,0.03390228620377176,0.035686181622093686
latent_192,0.0,0.0,0.05159963326848115,0.06785687234952523,0.0,0.0,0.0,0.0
latent_196,0.0,0.011511842688123358,0.03276448755203606,0.074759557425541,0.0,0.0,0.01615533068970688,0.01571586411927256
latent_197,0.007393563937766807,0.007020252581353245,0.03821414225608184,0.05952668741398988,0.0,0.0,0.0,0.0
latent_207,0.0,0.0,0.034461726474609274,0.07448588411439051,0.0,0.0,0.0,0.0
latent_209,0.0,0.008634071503400878,0.06007912461259448,0.08323753442684319,0.0,0.009761938919559645,0.008132452721337603,0.03257206412325834
latent_212,0.026289394118901046,0.016717147589080786,0.05998111104464246,0.0714479250827599,0.0,0.0,0.03185473609893909,0.03775228057725289
latent_213,0.008622026524670432,0.0,0.17343067497167633,0.1897071052415638,0.0,0.0,0.037555840227263285,0.06971152246380838
latent_214,0.004842680543521288,0.0,0.03352674261189668,0.0681344944990701,0.0,0.0,0.0,0.0
latent_217,0.030838565098030457,0.0,0.017285453176701136,0.030807661582382528,0.0,0.0,0.0,0.0
latent_220,0.0,0.0,0.0693146465219428,0.09255670665151046,0.0,0.0,0.0,0.0
latent_222,0.0,0.0,0.057168465454076965,0.070997895247785,0.0,0.0,0.04564676374936081,0.007728537927496951
latent_223,0.0,0.027166958561372814,0.01979150781880339,0.022585519915289932,0.0,0.01651877595423709,0.0,0.005500328411095322
latent_228,0.0,0.0,0.037587505930433016,0.05325646911137768,0.0,0.0,0.0,0.04149956329400157
latent_229,0.0,0.0,0.037245054834776664,0.060554163312458116,0.0,0.02221774297328354,0.013128690665006515,0.07898259600153162
latent_231,0.07610826016398912,0.014337167770518645,0.11060244779800636,0.1280454459267998,0.0,0.049269147644359676,0.0,0.06466472704606875
latent_233,0.03625659095423271,0.013643244525433746,0.023208568737755415,0.03399426126539538,0.0,0.0,0.0,0.0
latent_242,0.007083350684336806,0.0,0.02189496034481135,0.033514390776430626,0.0,0.0,0.0,0.0
latent_248,0.012379532458399524,0.015001161745470665,0.04348906370711101,0.06314710582703868,0.0,0.0,0.0,0.010009917810420212
latent_250,0.010856887467676348,0.0068350458494671005,0.061874922792719236,0.06874020853449499,0.0,0.10603631246822935,0.02552446257738316,0.0
latent_251,0.0,0.0,0.08778064703642754,0.10261841281829724,0.0,0.0,0.0,0.023840204664987572
