Feature,Coefficient,Abs_Coefficient,Rank
latent_187,0.013009627874964985,0.013009627874964985,112
latent_216,0.012919711605180796,0.012919711605180796,113
latent_102,-0.012712995791264574,0.012712995791264574,114
latent_55,-0.012564725581422305,0.012564725581422305,115
latent_209,0.0125489275688143,0.0125489275688143,116
latent_26,0.012428124396552175,0.012428124396552175,117
latent_19,-0.012271054783157953,0.012271054783157953,118
latent_162,-0.012068246140411814,0.012068246140411814,119
latent_221,0.011947879134424116,0.011947879134424116,120
latent_140,0.011938254710766085,0.011938254710766085,121
latent_172,0.011843332787123849,0.011843332787123849,122
latent_51,-0.011726974122530131,0.011726974122530131,123
latent_84,0.011406207971762946,0.011406207971762946,124
latent_29,-0.011393366415432767,0.011393366415432767,125
latent_138,0.011294631139831915,0.011294631139831915,126
latent_155,0.01124595815237241,0.01124595815237241,127
latent_153,0.011045097815199613,0.011045097815199613,128
latent_251,-0.011017358435182655,0.011017358435182655,129
latent_75,-0.010921389137177929,0.010921389137177929,130
latent_48,0.010830655158097719,0.010830655158097719,131
latent_101,-0.010711688586416456,0.010711688586416456,132
latent_108,-0.010683305364977056,0.010683305364977056,133
latent_9,-0.010670248653272117,0.010670248653272117,134
latent_79,0.010516515497341289,0.010516515497341289,135
latent_130,-0.010513877575270916,0.010513877575270916,136
latent_182,0.010346497053265022,0.010346497053265022,137
latent_168,-0.010310953070308986,0.010310953070308986,138
latent_120,-0.010298312359552647,0.010298312359552647,139
latent_128,0.010224699428308615,0.010224699428308615,140
latent_152,-0.01011240798641455,0.01011240798641455,141
latent_56,0.00992121655584338,0.00992121655584338,142
latent_113,0.009890580176835657,0.009890580176835657,143
latent_89,-0.009709261892873803,0.009709261892873803,144
latent_61,0.009692794624441793,0.009692794624441793,145
latent_10,0.00960072793238738,0.00960072793238738,146
latent_40,0.009551183644159206,0.009551183644159206,147
latent_98,0.009483164153670431,0.009483164153670431,148
latent_164,0.009367512268972335,0.009367512268972335,149
latent_28,-0.009251658056753606,0.009251658056753606,150
latent_141,0.009146401004051265,0.009146401004051265,151
latent_228,0.009104656596666065,0.009104656596666065,152
latent_110,-0.009056426715270675,0.009056426715270675,153
latent_76,-0.009017214411175829,0.009017214411175829,154
latent_47,-0.00897221327885791,0.00897221327885791,155
latent_72,0.00889678724032587,0.00889678724032587,156
latent_147,0.008775509146960415,0.008775509146960415,157
latent_90,-0.008763633707083414,0.008763633707083414,158
latent_238,0.008653357387454697,0.008653357387454697,159
latent_254,-0.008613799882116758,0.008613799882116758,160
latent_192,-0.008525826278887826,0.008525826278887826,161
latent_161,-0.008394087860903045,0.008394087860903045,162
latent_151,0.00837349892624268,0.00837349892624268,163
latent_6,0.008372251679267627,0.008372251679267627,164
latent_41,0.00835017555591301,0.00835017555591301,165
latent_135,-0.00795371520927766,0.00795371520927766,166
latent_11,0.00782187056092589,0.00782187056092589,167
latent_207,0.007765394720700406,0.007765394720700406,168
latent_125,0.007631075126659608,0.007631075126659608,169
latent_80,-0.0075786015993886515,0.0075786015993886515,170
latent_87,-0.007501820600061562,0.007501820600061562,171
latent_77,-0.007467746513119096,0.007467746513119096,172
latent_74,-0.007426271588179365,0.007426271588179365,173
latent_14,-0.007354378864150945,0.007354378864150945,174
latent_107,-0.007275489294121443,0.007275489294121443,175
latent_206,-0.007232198035755343,0.007232198035755343,176
latent_136,-0.007149132338719173,0.007149132338719173,177
latent_70,0.007141482593959374,0.007141482593959374,178
latent_39,0.007113655718435872,0.007113655718435872,179
latent_248,-0.007062046633845521,0.007062046633845521,180
latent_27,0.006984849844178437,0.006984849844178437,181
latent_114,0.006977661149182226,0.006977661149182226,182
latent_64,-0.006858533066192689,0.006858533066192689,183
latent_119,0.006728799011320379,0.006728799011320379,184
latent_234,-0.006639541030178225,0.006639541030178225,185
latent_109,-0.006568067965879595,0.006568067965879595,186
latent_137,0.006322925007145385,0.006322925007145385,187
latent_233,-0.006139332426640437,0.006139332426640437,188
latent_210,0.006092285005441255,0.006092285005441255,189
latent_4,0.006088477784864691,0.006088477784864691,190
latent_59,-0.0060758457707004495,0.0060758457707004495,191
latent_117,-0.005906984378109206,0.005906984378109206,192
latent_21,-0.005803883349154345,0.005803883349154345,193
latent_202,0.005724757694906032,0.005724757694906032,194
latent_65,0.005642832673163439,0.005642832673163439,195
latent_223,0.005617607058370493,0.005617607058370493,196
latent_205,0.0055228479009441596,0.0055228479009441596,197
latent_3,-0.005335152812790562,0.005335152812790562,198
latent_126,-0.005294563482145849,0.005294563482145849,199
latent_43,-0.005071825779026275,0.005071825779026275,200
latent_31,-0.005034061998525153,0.005034061998525153,201
latent_96,-0.004950931610553959,0.004950931610553959,202
latent_253,-0.004853888843082699,0.004853888843082699,203
latent_146,0.004853055233287545,0.004853055233287545,204
latent_178,-0.004667636385627201,0.004667636385627201,205
latent_222,0.0044907530414575805,0.0044907530414575805,206
latent_171,0.004293324172735239,0.004293324172735239,207
latent_244,0.004243878321094891,0.004243878321094891,208
latent_250,-0.004229757812812915,0.004229757812812915,209
latent_240,0.004041403062411916,0.004041403062411916,210
latent_174,0.003789834959292595,0.003789834959292595,211
latent_118,0.003763315453963766,0.003763315453963766,212
latent_239,-0.00331907121547463,0.00331907121547463,213
latent_231,0.003272315874254079,0.003272315874254079,214
latent_97,0.003260470094132719,0.003260470094132719,215
latent_37,-0.003258161099507275,0.003258161099507275,216
latent_201,-0.003243105849712307,0.003243105849712307,217
latent_173,-0.0031011367711989072,0.0031011367711989072,218
latent_150,-0.003072880687862447,0.003072880687862447,219
latent_115,0.0030701622922042755,0.0030701622922042755,220
latent_71,-0.003000290115003136,0.003000290115003136,221
latent_175,0.0029937200133717513,0.0029937200133717513,222
latent_200,-0.002748514604500631,0.002748514604500631,223
latent_212,-0.0026738796196163215,0.0026738796196163215,224
latent_112,0.0026608395364501208,0.0026608395364501208,225
latent_185,-0.0026201903956851293,0.0026201903956851293,226
latent_46,-0.002463153538938855,0.002463153538938855,227
latent_139,0.0024344389535048247,0.0024344389535048247,228
latent_217,0.0023856592749699783,0.0023856592749699783,229
latent_2,0.002298532811861239,0.002298532811861239,230
latent_23,0.002275290229267503,0.002275290229267503,231
latent_232,0.002266476260342766,0.002266476260342766,232
latent_165,0.0020888993991948768,0.0020888993991948768,233
latent_124,-0.0019121721039058847,0.0019121721039058847,234
latent_236,-0.0018263782740879826,0.0018263782740879826,235
latent_81,-0.0018207536809623642,0.0018207536809623642,236
latent_255,-0.0017743062997011662,0.0017743062997011662,237
latent_129,0.001703394825668875,0.001703394825668875,238
latent_241,0.001700898091746741,0.001700898091746741,239
latent_188,0.001550636077525391,0.001550636077525391,240
latent_52,-0.001494827778328566,0.001494827778328566,241
latent_167,0.001459715112508018,0.001459715112508018,242
latent_30,0.0014362995908276447,0.0014362995908276447,243
latent_38,-0.0013965373352487684,0.0013965373352487684,244
latent_215,-0.0013761046552694268,0.0013761046552694268,245
latent_246,0.0012282505448407246,0.0012282505448407246,246
latent_184,-0.0011858846893735393,0.0011858846893735393,247
latent_156,0.0010552791633792957,0.0010552791633792957,248
latent_67,-0.0010552263413628386,0.0010552263413628386,249
latent_17,0.0010401365829260565,0.0010401365829260565,250
latent_179,-0.001001964644000783,0.001001964644000783,251
latent_66,0.0008153278207760121,0.0008153278207760121,252
latent_220,0.0008031805524457589,0.0008031805524457589,253
latent_73,0.0005233056237062228,0.0005233056237062228,254
latent_94,0.00014990312998198335,0.00014990312998198335,255
latent_95,-5.5364237240033574e-05,5.5364237240033574e-05,256
